DatasetID,year1,author1,y:Value,y,dy,x1:ResEn,x1(eV),dx1(eV),x2:IncEn,x2(eV),dx2(eV),x3:SecEn,x3(eV),dx3(eV),x4:Angle,x4(deg),dx4(deg),x5:Num,x5,dx5,x6:Other,x6,dx6,x7:Prod,ProdZA,ProdM,zaTarg1,Targ1,Proj,Emiss,Prod1,MF,MT,ReacType,Quant1,nx,indVars,Reacode
14127002,1990,R.L.Macklin,Min2Max(B),7.195e-6,9.15e-7,null,,,SpT(EV),8000,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),7.295e-6,1.375e-6,null,,,SpT(EV),9000,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),7.47e-6,1.86e-6,null,,,SpT(EV),1.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),8.0e-6,2.98e-6,null,,,SpT(EV),12500,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),8.4e-6,3.82e-6,null,,,SpT(EV),1.5e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),8.59e-6,4.35e-6,null,,,SpT(EV),17500,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),8.595e-6,4.625e-6,null,,,SpT(EV),2.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),8.24e-6,4.69e-6,null,,,SpT(EV),2.5e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),7.665e-6,4.425e-6,null,,,SpT(EV),3.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),7.045e-6,4.045e-6,null,,,SpT(EV),3.5e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),6.46e-6,3.65e-6,null,,,SpT(EV),4.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),5.925e-6,3.275e-6,null,,,SpT(EV),4.5e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),5.45e-6,2.94e-6,null,,,SpT(EV),5.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),4.67e-6,2.38e-6,null,,,SpT(EV),6.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),4.07e-6,1.95e-6,null,,,SpT(EV),7.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),3.415e-6,1.485e-6,null,,,SpT(EV),8.5e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
14127002,1990,R.L.Macklin,Min2Max(B),2.94e-6,1.16e-6,null,,,SpT(EV),1.0e+5,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW"
22271006,1991,Y.Nagai+,Data(B),3.3e-6,9.0e-7,null,,,SpE(EV),3.0e+4,,LVL(EV),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG,,SPA"
22271006,1991,Y.Nagai+,Data(B),9.6e-6,1.3e-6,null,,,SpE(EV),3.0e+4,,LVL(EV),3.09e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG,,SPA"
22271006,1991,Y.Nagai+,Data(B),1.7e-6,8.0e-7,null,,,SpE(EV),3.0e+4,,LVL(EV),3.68e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG,,SPA"
22271006,1991,Y.Nagai+,Data(B),2.2e-6,1.1e-6,null,,,SpE(EV),3.0e+4,,LVL(EV),3.85e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG,,SPA"
22271007,1991,Y.Nagai+,Data(B),1.68e-5,2.1e-6,null,,,SpE(EV),3.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,SPA"
22489002,1998,T.Kikuchi+,Data(B),1.7e-6,5.0e-7,null,,,EN(EV),5.5e+5,,E2(EV),5.45e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
22489002,1998,T.Kikuchi+,Data(B),2.42e-5,1.0e-6,null,,,EN(EV),5.5e+5,,E2(EV),2.36e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
22489002,1998,T.Kikuchi+,Data(B),2.0e-6,4.0e-7,null,,,EN(EV),5.5e+5,,E2(EV),1.77e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
22489002,1998,T.Kikuchi+,Data(B),1.0e-6,4.0e-7,null,,,EN(EV),5.5e+5,,E2(EV),1.6e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),3.0e-6,8.0e-7,null,,,SpE(EV),2.1e+4,9000,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),6.7e-6,1.2e-6,null,,,SpE(EV),2.1e+4,9000,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.3e-6,1.3e-6,null,,,SpE(EV),2.1e+4,9000,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),9.0e-7,9.0e-7,null,,,SpE(EV),2.1e+4,9000,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.2e-6,4.0e-7,null,,,SpE(EV),4.0e+4,1.0e+4,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),8.7e-6,1.0e-6,null,,,SpE(EV),4.0e+4,1.0e+4,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),9.0e-7,1.2e-6,null,,,SpE(EV),4.0e+4,1.0e+4,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),4.0e-7,5.0e-7,null,,,SpE(EV),4.0e+4,1.0e+4,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.8e-6,6.0e-7,null,,,SpE(EV),5.0e+4,2.0e+4,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),8.6e-6,1.1e-6,null,,,SpE(EV),5.0e+4,2.0e+4,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.0e-6,5.0e-7,null,,,SpE(EV),5.0e+4,2.0e+4,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.9e-6,9.0e-7,null,,,SpE(EV),5.0e+4,2.0e+4,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),2.2e-6,7.0e-7,null,,,SpE(EV),6.0e+4,3.0e+4,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.12e-5,1.5e-6,null,,,SpE(EV),6.0e+4,3.0e+4,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.1e-6,1.0e-6,null,,,SpE(EV),6.0e+4,3.0e+4,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.5e-6,2.8e-6,null,,,SpE(EV),6.0e+4,3.0e+4,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.0e-6,3.0e-7,null,,,SpE(EV),9.7e+4,3.3e+4,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.23e-5,1.3e-6,null,,,SpE(EV),9.7e+4,3.3e+4,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),6.0e-7,4.0e-7,null,,,SpE(EV),9.7e+4,3.3e+4,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.3e-6,1.0e-6,null,,,SpE(EV),9.7e+4,3.3e+4,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.6e-6,7.0e-7,null,,,SpE(EV),1.99e+5,5.1e+4,LVN(NO-DIM),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),1.65e-5,2.2e-6,null,,,SpE(EV),1.99e+5,5.1e+4,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),7.0e-7,7.0e-7,null,,,SpE(EV),1.99e+5,5.1e+4,LVN(NO-DIM),2,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002002,1994,T.Ohsaki+,Data(B),2.8e-6,3.4e-6,null,,,SpE(EV),1.99e+5,5.1e+4,LVN(NO-DIM),3,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
23002003,1994,T.Ohsaki+,Data(B),1.19e-5,2.2e-6,null,,,SpE(EV),2.1e+4,9000,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002003,1994,T.Ohsaki+,Data(B),1.12e-5,1.7e-6,null,,,SpE(EV),4.0e+4,1.0e+4,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002003,1994,T.Ohsaki+,Data(B),1.31e-5,1.6e-6,null,,,SpE(EV),5.0e+4,2.0e+4,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002003,1994,T.Ohsaki+,Data(B),1.59e-5,3.4e-6,null,,,SpE(EV),6.0e+4,3.0e+4,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002003,1994,T.Ohsaki+,Data(B),1.52e-5,1.7e-6,null,,,SpE(EV),9.7e+4,3.3e+4,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002003,1994,T.Ohsaki+,Data(B),2.16e-5,4.1e-6,null,,,SpE(EV),1.99e+5,5.1e+4,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
23002004,1994,T.Ohsaki+,Data(B),1.54e-5,1.0e-6,null,,,SpT(EV),3.0e+4,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG,,MXW,DERIV"
23024006,2008,T.Ohsaki+,Data(B),1.1e-5,3.0e-6,null,,,SpE(EV),5.2e+4,,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG,,SPA"
31427003,1989,Huang Zhengde+,Data(B),1.634e-5,2.45e-6,null,,,EN(EV),1.42e+7,,LVL(EV),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31427007,1989,Huang Zhengde+,Data(B),3.896e-5,5.84e-6,null,,,EN(EV),1.42e+7,,LVN(NO-DIM),1,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31428002,1991,Huang Zhengde+,Data(B),3.77e-5,5.7e-6,null,,,EN(EV),9.0e+6,,LVL(EV),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31428003,1991,Huang Zhengde+,Data(B),4.775e-5,7.1e-6,null,,,EN(EV),1.1e+7,,LVL(EV),0,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768008,2016,R.B.Firestone+,Data(B),0.00267,7.0e-5,null,,,EN(EV),0.0253,,E2(EV),4.9453e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768008,2016,R.B.Firestone+,Data(B),0.00264,4.0e-5,null,,,EN(EV),0.0253,,E2(EV),4.9453e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768008,2016,R.B.Firestone+,Data(B),0.00273,1.0e-4,null,,,EN(EV),0.0253,,E2(EV),4.9453e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768008,2016,R.B.Firestone+,Data(B),0.002604,2.3e-5,null,,,EN(EV),0.0253,,E2(EV),4.9453e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768008,2016,R.B.Firestone+,Data(B),0.002621,2.2e-5,null,,,EN(EV),0.0253,,E2(EV),4.9453e+6,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,0,CSP,CSP,2,23,"6-C-12(N,G)6-C-13,PAR,SIG"
31768009,2016,R.B.Firestone+,Data(B),0.00387,3.0e-5,null,,,EN(EV),0.0253,,null,,,null,,,null,,,null,,,null,,,6012,6-C-12,N,G,6-C-13,3,102,CS,CS,1,2,"6-C-12(N,G)6-C-13,,SIG"
