DatasetID,year1,author1,y:Value,y,dy,x1:ResEn,x1(eV),dx1(eV),x2:IncEn,x2(eV),dx2(eV),x3:SecEn,x3(eV),dx3(eV),x4:Angle,x4(deg),dx4(deg),x5:Num,x5,dx5,x6:Other,x6,dx6,x7:Prod,ProdZA,ProdM,zaTarg1,Targ1,Proj,Emiss,Prod1,MF,MT,ReacType,Quant1,nx,indVars,Reacode
A0430002,2002,LUNA Collaboration+,Data(B),1.02e-8,2.00065e-9,null,,,EN(EV),15829.1,1.58291,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.022e-8,5.22505e-10,null,,,EN(EV),15934.1,1.59341,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.21e-8,1.30141e-9,null,,,EN(EV),16819.3,1.68193,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.183e-8,5.73061e-10,null,,,EN(EV),16849.3,1.68493,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.42e-8,1.50168e-9,null,,,EN(EV),17779.6,1.77796,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.42e-8,1.4018e-9,null,,,EN(EV),17809.6,1.78096,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.51e-8,1.30219e-9,null,,,EN(EV),18514.8,1.85148,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.6e-8,1.40228e-9,null,,,EN(EV),18589.8,1.85898,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.75e-8,1.70225e-9,null,,,EN(EV),19835.1,1.98351,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),1.96e-8,1.603e-9,null,,,EN(EV),19835.1,1.98351,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),2.26e-8,1.60399e-9,null,,,EN(EV),20720.3,2.07203,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),2.34e-8,1.50456e-9,null,,,EN(EV),21635.6,2.16356,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),2.86e-8,2.00511e-9,null,,,EN(EV),21830.6,2.18306,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),2.64e-8,2.10414e-9,null,,,EN(EV),22460.8,2.24608,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),2.82e-8,3.40292e-9,null,,,EN(EV),23736.1,2.37361,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),3.28e-8,1.60838e-9,null,,,EN(EV),23841.2,2.38412,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),3.18e-8,2.10601e-9,null,,,EN(EV),24501.3,2.45013,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),3.77e-8,3.00592e-9,null,,,EN(EV),25821.7,2.58217,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),4.07e-8,1.61289e-9,null,,,EN(EV),25851.7,2.58517,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),3.82e-8,2.30792e-9,null,,,EN(EV),26451.8,2.64518,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),4.52e-8,3.10823e-9,null,,,EN(EV),27817.2,2.78172,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),4.97e-8,1.91618e-9,null,,,EN(EV),27847.2,2.78472,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),4.81e-8,2.71069e-9,null,,,EN(EV),28657.4,2.86574,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),5.14e-8,2.81177e-9,null,,,EN(EV),29497.6,2.94976,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),5.25e-8,4.80717e-9,null,,,EN(EV),29662.7,2.96627,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),5.25e-8,3.50983e-9,null,,,EN(EV),29872.7,2.98727,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),5.19e-8,2.812e-9,null,,,EN(EV),30652.9,3.06529,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430002,2002,LUNA Collaboration+,Data(B),5.92e-8,2.21982e-9,null,,,EN(EV),31853.2,3.18532,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG"
A0430003,2002,LUNA Collaboration+,Data(B*EV),8.799e-12,3.8259e-12,null,,,EN(EV),3780.98,0.378098,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),7.17701e-12,2.21207e-12,null,,,EN(EV),3871,0.3871,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.07185e-11,6.87534e-12,null,,,EN(EV),4741.22,0.474122,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.94039e-11,7.33755e-12,null,,,EN(EV),4831.25,0.483125,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.25036e-10,1.49967e-11,null,,,EN(EV),5716.48,0.571648,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.98933e-10,1.11437e-11,null,,,EN(EV),6271.62,0.627162,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.05711e-10,2.0083e-11,null,,,EN(EV),6841.77,0.684177,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.61502e-10,2.16792e-11,null,,,EN(EV),6946.79,0.694679,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),6.19815e-10,4.49129e-11,null,,,EN(EV),7787.01,0.778701,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.03207e-9,6.39165e-11,null,,,EN(EV),8777.27,0.877726,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.28723e-9,6.67157e-11,null,,,EN(EV),9167.37,0.916737,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.68315e-9,7.11659e-11,null,,,EN(EV),9692.5,0.96925,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.98618e-9,9.9426e-11,null,,,EN(EV),10112.6,1.01126,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.62711e-9,1.08229e-10,null,,,EN(EV),10787.8,1.07878,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.59952e-9,1.29155e-10,null,,,EN(EV),11703,1.1703,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.72515e-9,1.58734e-9,null,,,EN(EV),12648.3,1.26483,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.71876e-9,3.04774e-10,null,,,EN(EV),12768.3,1.27683,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),5.87222e-9,9.41806e-10,null,,,EN(EV),13668.5,1.36685,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),6.11733e-9,4.29979e-10,null,,,EN(EV),13698.5,1.36985,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),7.46051e-9,4.98765e-10,null,,,EN(EV),14598.8,1.45988,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),7.98252e-9,4.59516e-10,null,,,EN(EV),14763.8,1.47638,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.00691e-8,2.07464e-9,null,,,EN(EV),15544,1.5544,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),9.58882e-9,6.4105e-10,null,,,EN(EV),15574,1.5574,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.02383e-8,2.0483e-9,null,,,EN(EV),15829.1,1.58291,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.02954e-8,5.42417e-10,null,,,EN(EV),15934.1,1.59341,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.21155e-8,1.26348e-9,null,,,EN(EV),16819.3,1.68193,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.18385e-8,5.94876e-10,null,,,EN(EV),16849.3,1.68493,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.42334e-8,1.52316e-9,null,,,EN(EV),17779.6,1.77796,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.42496e-8,1.38242e-9,null,,,EN(EV),17809.6,1.78096,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.51593e-8,1.31563e-9,null,,,EN(EV),18514.8,1.85148,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.59862e-8,1.3852e-9,null,,,EN(EV),18589.8,1.85898,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.7529e-8,1.76816e-9,null,,,EN(EV),19835.1,1.98351,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),1.96221e-8,1.63811e-9,null,,,EN(EV),19835.1,1.98351,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.26761e-8,1.6081e-9,null,,,EN(EV),20720.3,2.07203,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.34698e-8,1.54215e-9,null,,,EN(EV),21635.6,2.16356,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.86037e-8,1.98922e-9,null,,,EN(EV),21830.6,2.18306,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.64185e-8,2.12466e-9,null,,,EN(EV),22460.8,2.24608,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),2.82423e-8,3.40803e-9,null,,,EN(EV),23736.1,2.37361,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.28694e-8,1.62651e-9,null,,,EN(EV),23841.2,2.38412,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.1786e-8,2.15357e-9,null,,,EN(EV),24501.3,2.45013,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.77109e-8,3.00837e-9,null,,,EN(EV),25821.7,2.58217,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.08123e-8,1.69777e-9,null,,,EN(EV),25851.7,2.58517,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),3.8128e-8,2.28051e-9,null,,,EN(EV),26451.8,2.64518,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.52731e-8,3.08242e-9,null,,,EN(EV),27817.2,2.78172,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
A0430003,2002,LUNA Collaboration+,Data(B*EV),4.97106e-8,1.97611e-9,null,,,EN(EV),27847.2,2.78472,null,,,null,,,null,,,null,,,null,,,1002,1-H-2,P,G,2-HE-3,3,102,CS+,CS,1,2,"1-H-2(P,G)2-HE-3,,SIG,,SFC"
